"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
0,0.380737304633639,0.184446363509605,0.434602175440578,0.202041575175466,0.143551727138618,0.18374481248781,0.327388513692492,0.16199845582984,0.239613432383192,0.12612035848173,0.201218883218636,0.137420020777773,0.138706054083488,0.135911834857141,0.172644357669148,0.169207164932458,0.261888413938089,0.18713228986535,0.101574375005731,0.139636852468667,0.291625903974189,0.54760708047206,0.511273382079185,0.458613761725742,0.173874376436591,0.175175728957522,0.207629347362124,0.524244555180145,0.156951252660688,0.150091574160041,0.191971398876661,0.15331655505584,0.205838447054052,0.167930070256487,0.243474152508334,0.570236697463303,0.213370870609743,0.132803797070144,0.187023932152019,0.13272052875606,0.240918078695547,0.142545846205216,0.226404861570456,0.173630420587512,0.235039416031832,0.355072872543787,0.384583106835029,0.2298720439235,0.219774529397319,0.175945577237511,0.22349646828663,0.208263500852415,0.236271248593372,0.243336700146637,0.202163669381067,0.218923308818852,0.179290231190655,0.263985661803492,0.295286128839423,0.328882707734404,0.476445138988032,0.12600786401653,0.215199758971686,0.191182175967926,0.222942049866907,0.302793703682784,0.309268177931555,0.450514906219311,0.560182474949732,0.592736921218322,0.614357773728639,0.612003052072768,0.631200601109514,0.286515523701735,0.503912823131393,0.612697676419246,0.137400530456286,0.164601534555462,0.115101378164113,0.192668952436124,0.140130584010235,0.141974460264446,0.156923244894162,0.172711346749756,0.164676823021932,0.285829161322399,0.132902660004714,0.616381220571914,0.197502812799059,0.149234635931173,0.146530394975984,0.207542096999939,0.14780676649853,0.257439009735298,0.171922118470128,0.140343167432154,0.216873469382936,0.191192994400481,0.144445028094487
0.380737304633639,0,0.218283669330553,0.309747942450216,0.269570956158998,0.301323297012084,0.234321627310369,0.359490075248891,0.15524366006933,0.207839716513214,0.219265577356984,0.231197174627122,0.228864998148476,0.332270123337816,0.343377645580609,0.243803905400656,0.221353356651486,0.204287700866567,0.244430307887413,0.177560070834796,0.144309854493584,0.208622685843944,0.35512429370854,0.353385464050806,0.311592924578671,0.173425052832166,0.186310428686668,0.176922486706338,0.347377155281359,0.220966682048555,0.188651012412199,0.205939382886747,0.252637650741087,0.225909604791915,0.153348065819331,0.231695654886849,0.366024324003787,0.142154382184626,0.132553388757713,0.185612487611928,0.221926316008311,0.172376989657296,0.162340804241256,0.223657445122782,0.219989249202479,0.223674459291278,0.228904759761381,0.311237873247283,0.186532960208898,0.289497330101676,0.166508992028501,0.200822592880386,0.208505475461194,0.22897237087581,0.188014563907359,0.21425322033282,0.245982502245086,0.214174182280858,0.251117201841585,0.224204017565472,0.240854805251735,0.271873546283092,0.149996397781942,0.156011816745887,0.20033594309645,0.160487470324571,0.206803608911578,0.242079911512378,0.312101180176655,0.37284434146432,0.407763212020198,0.393731387660146,0.404165764717258,0.417237724040901,0.232095978302647,0.318362852174137,0.390254163929377,0.148676374392375,0.131106125873342,0.129852873861961,0.159188106519874,0.209173252833273,0.211194830842547,0.171796929752087,0.147537226713355,0.171651994750216,0.175737848067935,0.184257138758176,0.398336593043136,0.1889141335086,0.166385384908035,0.155088302501156,0.171599384489849,0.234867661708232,0.175661379585174,0.15179293322619,0.168505762379649,0.163099351045601,0.15826754755479,0.145415493581853
0.184446363509605,0.218283669330553,0,0.22925392715147,0.252592468580176,0.433341817179399,0.243432269272175,0.206510385937213,0.210769150392079,0.169623458610326,0.279913132953555,0.213558936809556,0.290629468816611,0.419634323062555,0.434964187425156,0.282117459882645,0.252865089066151,0.286930108313617,0.270767786058493,0.230044053296809,0.182168579945775,0.216047850944677,0.231756972143332,0.24743362394297,0.175915578138928,0.155562722901225,0.2253705228755,0.151984064873424,0.222024124853538,0.210476816726139,0.211263808019957,0.219338202572883,0.226688881882768,0.234921553828683,0.183406813354799,0.164917442778278,0.179581231884431,0.177601091519334,0.173284116777171,0.143982888016416,0.188954692699008,0.183225738224308,0.178194176615573,0.171939513578548,0.154157478624686,0.159124009701432,0.255251981228018,0.189123535506687,0.189262808809383,0.223047104496824,0.199606036837342,0.193299996121794,0.20094823381334,0.175049695702838,0.216313623239415,0.210508537512664,0.181460109108737,0.225821813081902,0.158580788055113,0.153497835059201,0.139119911748011,0.233712450618282,0.236570001517753,0.227907055676464,0.21213773784906,0.190466531657669,0.262368608675708,0.200656580507564,0.188237295594758,0.15175678129507,0.223354794701596,0.139651441079543,0.154682082270574,0.152742459493168,0.197275378100442,0.154884493219039,0.131296152982436,0.152582376785361,0.198356712853764,0.136946135000885,0.191723494425466,0.167663059386106,0.189839107313377,0.175174431440458,0.173369829022157,0.171413723099312,0.228148224426637,0.262426896029349,0.141529446165653,0.187422780230274,0.244627629495838,0.226933303935945,0.17079537795569,0.189059862347487,0.178684500897419,0.169636986908302,0.19943690489866,0.173132631046556,0.182855397029141,0.158912261243781
0.434602175440578,0.309747942450216,0.22925392715147,0,0.278335264886619,0.305891465704184,0.229203412952118,0.340733630182578,0.333911292696355,0.190196840006885,0.28211958520829,0.235473250566676,0.299863395653887,0.313217913768943,0.322973302961291,0.303197826623439,0.303341873927674,0.176429496349274,0.225294477373153,0.188222276185476,0.197657967007904,0.18955024791819,0.454926332191571,0.424575501639887,0.551433551312429,0.153544251369321,0.214552105531517,0.211522881483578,0.47943109348808,0.159852416392625,0.14446551614852,0.156230976555259,0.196278522247609,0.18382116282541,0.212626082692241,0.254086103063848,0.454875691760939,0.317272813075992,0.337206459652639,0.204618139417379,0.159745688716779,0.229851522036712,0.217031167686925,0.168159306256316,0.208062398691918,0.195087283853794,0.29878284702041,0.32110157953666,0.254820298631533,0.159603163509014,0.172929234452337,0.183289108787424,0.194942590913413,0.159291383184291,0.192048164814116,0.153585325331267,0.199315397094603,0.225361680185873,0.196808596327474,0.262627605873245,0.241487017650975,0.312212999770957,0.145445038396251,0.200322832019395,0.170750839333589,0.214168800717671,0.209616060057302,0.283215571657364,0.370602207776152,0.492457482816794,0.467728637254406,0.509260577102959,0.503927036417153,0.502454516410994,0.285243683134203,0.426330687714651,0.515819322444936,0.13665189898842,0.143250352772061,0.152043305033615,0.23746230486014,0.167750141062834,0.175050480954947,0.222579268576917,0.255098614037711,0.295336131904403,0.293595297149941,0.242153330772802,0.501851535202758,0.164565974027928,0.198344421497647,0.203704462579613,0.279338700201146,0.158342519304476,0.283892490977012,0.18766533780723,0.162271683181471,0.212504536250679,0.157877509436759,0.169947159324885
0.202041575175466,0.269570956158998,0.252592468580176,0.278335264886619,0,0.466771804168121,0.251801406063805,0.269934727868861,0.221554350745435,0.224970420563214,0.345845458201348,0.24479217316085,0.435475295913865,0.489425911450201,0.532686002534633,0.356141697553658,0.334171451087623,0.199036529862049,0.300635318813562,0.324356109611662,0.211083556538763,0.248522012344626,0.343598002668489,0.209873599933562,0.264798738351979,0.191013970411382,0.14645665509898,0.192224784117471,0.307921290375114,0.21998066952099,0.166157369848698,0.212675763707932,0.153743839714838,0.164932418443484,0.210914997137238,0.176239169609138,0.236517566563349,0.184082987642652,0.212187277162639,0.222536911206694,0.181232462193764,0.182009834189404,0.183420545824839,0.187745185589774,0.174321808650817,0.198312231018932,0.225775143539702,0.266657763114189,0.176222781009112,0.18094422739877,0.194234782284344,0.146487820019089,0.216359130303136,0.160574795513549,0.185175426819538,0.171318876218337,0.209438302340809,0.16767370152367,0.23528534612236,0.222732142014215,0.220612446894106,0.231053048605582,0.266342503100702,0.179944327356683,0.223509606694402,0.192349645082321,0.16770332037153,0.206035092681943,0.204510193126118,0.220146609102487,0.263196627017044,0.263233044797734,0.268050497445005,0.259111774234511,0.201350217120208,0.227909318562635,0.272107178007037,0.288108960099307,0.307030042794008,0.277046565233117,0.186652464361002,0.223853848674791,0.153478574839591,0.223535068171652,0.191679153543453,0.254552284276008,0.200666426758664,0.210915529619057,0.285333431138927,0.141845993904645,0.211826109886987,0.169988177078552,0.177989050859615,0.214142295974883,0.193926900058981,0.192496808509586,0.150009903692068,0.212893507905551,0.233868968289164,0.196501214894093
0.143551727138618,0.301323297012084,0.433341817179399,0.305891465704184,0.466771804168121,0,0.409172770076003,0.325626824879636,0.198094763440377,0.256414094215245,0.461615710147266,0.317058829072926,0.553892507479741,0.770359573971236,0.815984407952149,0.546115999730806,0.402260699310671,0.169198606179467,0.458769416808065,0.424124472818185,0.14698864102291,0.285454599033595,0.199247300063337,0.144567069611842,0.147118003770204,0.139413229807235,0.170568176568619,0.206026830909841,0.154771541630708,0.155970555018988,0.15433708324442,0.20761938861222,0.198645618977473,0.149488159961836,0.15857222650559,0.194984431545475,0.157311579576624,0.244827951389121,0.204903122717019,0.180765207751594,0.162017627385643,0.15492423605934,0.273389176424284,0.194233437865567,0.177047864876045,0.206149585254018,0.167356115762341,0.166517771686679,0.182280281892955,0.15801386766975,0.192888958490385,0.143734111401042,0.207175091524618,0.154779088799524,0.166144964249381,0.234987838805873,0.179917627704691,0.194119660918155,0.173681924743887,0.139401030959974,0.142849466743255,0.150608621734138,0.181873092360021,0.239190123720873,0.17666842722191,0.200465093903218,0.138574454020397,0.158161205681986,0.130146377958118,0.111940256919882,0.14074238023616,0.09836474392257,0.124053315887683,0.129271211906497,0.192003994705842,0.12917620577467,0.116813671314491,0.13727206355821,0.159908824028264,0.116975199514392,0.215380437255157,0.148745128293606,0.183384884125929,0.146284863700242,0.191542821478148,0.172637988415001,0.221135224891874,0.1847492583414,0.137513190854555,0.191437697455899,0.139559109232932,0.181615014053666,0.162628065269212,0.173365791015916,0.159910171258851,0.143019159487877,0.141677914269725,0.183970770858829,0.162782460637209,0.20611164030186
0.18374481248781,0.234321627310369,0.243432269272175,0.229203412952118,0.251801406063805,0.409172770076003,0,0.201511995382182,0.138686343715526,0.175547383926125,0.236164021567605,0.189331482786705,0.285312461928971,0.4228203924064,0.435243690862383,0.271866534544521,0.232339107535784,0.133974769820432,0.284122579358336,0.226057269587326,0.172926208057891,0.225098217779797,0.168485037357874,0.167288960393903,0.186754646353317,0.180878976506682,0.186343292558239,0.189206915112894,0.230859538834899,0.175409500586775,0.155037071173707,0.17744600173087,0.170537711621729,0.152816207666091,0.171199158319692,0.221210739342303,0.181758400161513,0.164933822001674,0.184992368187979,0.154348747108438,0.204515160119657,0.162746677478442,0.238144866452545,0.228128124763201,0.208654178083348,0.22229254997766,0.194306082239602,0.18157018212066,0.169455303429591,0.204953537799341,0.202101041153129,0.200081865530821,0.208938489870602,0.164531857448276,0.145205784503281,0.177787396528706,0.2179469516667,0.190791065696573,0.1815529624205,0.159781521062188,0.147865540411638,0.167790395081898,0.19462909809365,0.186775394196256,0.145762481932455,0.19449802121268,0.170647081580512,0.158673847425691,0.139971698782729,0.123694046752267,0.208917095185172,0.158424526586618,0.174979231059406,0.17318408872661,0.172235607726037,0.245849125237726,0.16492761278583,0.158000673790054,0.14137469104758,0.122932390309738,0.144510435586032,0.175672840956984,0.166500186232755,0.15297424152273,0.221294941877721,0.14177213825982,0.17620787867407,0.175633605095842,0.174292805886341,0.18167558862968,0.180038420444499,0.148179789438448,0.162789993357233,0.132776833356447,0.258012367633618,0.215400380300808,0.145767073603353,0.168424373358836,0.158953288968689,0.132473027198562
0.327388513692492,0.359490075248891,0.206510385937213,0.340733630182578,0.269934727868861,0.325626824879636,0.201511995382182,0,0.176433152167126,0.211477224798899,0.225820138014309,0.233535881080522,0.259907698373078,0.372894193754518,0.36181865908174,0.352968602810746,0.256796163708526,0.235304338009308,0.24760608984735,0.260282894840383,0.203796915533238,0.22542270527729,0.424616942883699,0.371831651812852,0.357566117003164,0.166610079292224,0.144046649616812,0.186372216097272,0.446009565850919,0.149850757483672,0.167066686509221,0.139060507275764,0.169180227808898,0.206371029220941,0.211728090444564,0.304297857234533,0.407882412208316,0.178087901361337,0.175322387392288,0.281888359737322,0.152175209514598,0.170989413177602,0.205736776147592,0.192871878057337,0.150518583248475,0.230030267255658,0.338342997033611,0.315288828780889,0.20197018223666,0.241602756381871,0.188602275415877,0.209872497730405,0.236733694953437,0.17372801567162,0.198442068941784,0.227222732413343,0.216778388042303,0.182715728445368,0.205091970756268,0.241070777013889,0.243213316836548,0.303169767375685,0.212981701132802,0.176105741635231,0.167496515250415,0.207934809071751,0.251943722512147,0.342008877536598,0.381410074341697,0.423721346374973,0.428492532144851,0.462447106297567,0.459734622160021,0.465772381622353,0.279303418517841,0.462317962843686,0.46908510935336,0.163914087866735,0.201108072687344,0.152063557227361,0.340237401375044,0.197657589258044,0.201552976364998,0.214237536723979,0.2118911658889,0.167379374326342,0.20362241792323,0.154789752810774,0.464458611602129,0.16402999413177,0.143623478953579,0.172560653428913,0.215707350443805,0.212383379947374,0.146654301079688,0.179830150971505,0.181968770928954,0.188519036854225,0.150344975883539,0.155347083177439
0.16199845582984,0.15524366006933,0.210769150392079,0.333911292696355,0.221554350745435,0.198094763440377,0.138686343715526,0.176433152167126,0,0.165721825371401,0.677584407102402,0.444623983969237,0.622510616714245,0.147213540194526,0.174286245564359,0.357134943426586,0.491217938699303,0.206392934218947,0.364039578351679,0.204945980987754,0.16634049258397,0.189892025180962,0.194251672471692,0.162525589282661,0.481783188197424,0.207524204444772,0.171655021833491,0.134398150677394,0.26396354525219,0.189585594851294,0.161749542253074,0.17592373212284,0.180342709859908,0.176150061732322,0.161051008247949,0.170303923609126,0.172466885991201,0.724381869520568,0.796324672796669,0.22638115963928,0.147312625013543,0.219440108754817,0.157067101226711,0.141625615380913,0.206125189717702,0.201348442600525,0.17709893870842,0.155573425136562,0.28020241326885,0.190271521677355,0.186221423272957,0.198541076694796,0.210380769295409,0.136642528550237,0.145473655909231,0.170910251843144,0.18723964552851,0.471939329618969,0.132386855518616,0.182750901619528,0.128878329902641,0.177326662695598,0.187818831690321,0.222622543916754,0.221605594780923,0.277902833519848,0.181812761951664,0.19883361957534,0.244512975575563,0.181809414294911,0.202952759306229,0.173549685123007,0.179389137357257,0.199929219117352,0.171471566096517,0.206147783502182,0.17891698258943,0.144793847740435,0.207681057053425,0.142881700784317,0.150012256808245,0.192881138098327,0.345678084512457,0.432668975935613,0.620318246267632,0.261166852767719,0.681953868134789,0.588170473836897,0.182544661072169,0.190632581239092,0.181042611681267,0.252230623725126,0.230452989210093,0.172308394057323,0.173132651966185,0.202474510144044,0.200167694768474,0.150942367516928,0.181751317777344,0.13061889455432
0.239613432383192,0.207839716513214,0.169623458610326,0.190196840006885,0.224970420563214,0.256414094215245,0.175547383926125,0.211477224798899,0.165721825371401,0,0.227838722203493,0.179958843412503,0.265575861410614,0.30014524868198,0.296294246640406,0.207818021858113,0.238526972694288,0.217247293705685,0.227949055463564,0.308646832519454,0.152506579945872,0.230264618754767,0.267162927257236,0.273290320720248,0.222602532385057,0.12821512354606,0.189291218154209,0.183930324153986,0.271692987717703,0.18682045805484,0.223744180831901,0.189973712954707,0.158097296431919,0.229107655776682,0.172188493456698,0.175992377886829,0.272006565974133,0.15653445907624,0.178162437826724,0.16566929002347,0.155884079108451,0.186260277431166,0.145572654160601,0.2888319853076,0.214955003955016,0.197711878204904,0.195804016703944,0.226570824718244,0.175054683088272,0.220622462362007,0.165379160189592,0.219956581843218,0.175174029958984,0.18298705466287,0.202790311482533,0.212271775303653,0.207344435637945,0.162020449274421,0.254957739014047,0.253813349130029,0.275743316316396,0.184306332432359,0.225105304883607,0.213443469463483,0.145336339092208,0.190945975127417,0.203170298527059,0.229120252737128,0.197635063360796,0.22206897760532,0.251151145566058,0.250237682342712,0.265093185803192,0.250700567501579,0.228524820369094,0.208835504860355,0.273985641101232,0.273198210621066,0.252134089907482,0.223098983069495,0.159438071762244,0.213151584209592,0.180466240597255,0.161402135541697,0.152631426821457,0.14376731672027,0.157097471886393,0.158605342366489,0.261542094108711,0.174806856591594,0.198193789886696,0.170340785467557,0.211615891744449,0.174884663489776,0.208764969480707,0.220079131687436,0.144136138591768,0.160709268958861,0.142917268024735,0.19176767514104
